Genus,prevalence_Fall,prevalence_Spring,mean_RA_Fall,mean_RA_Spring,Core_status
d__Bacteria|p__Chloroflexi|c__P2-11E|o__|f__|g__,0.8333333333333334,0.05555555555555555,3.3564958323662874e-4,1.879098784223086e-4,Fall core only
d__Bacteria|p__Chloroflexi|c__TK10|o__AKYG885|f__Dolo_23|g__,0.9444444444444444,0,0.0012546195626184564,0,Fall core only
d__Bacteria|p__Chloroflexi|c__TK10|o__B07_WMSP1|f__FFCH4570|g__,0.8333333333333334,0.1111111111111111,8.900029962132555e-4,4.8510443174576304e-4,Fall core only
d__Bacteria|p__Chloroflexi|c__TK10|o__B07_WMSP1|f__|g__,1,0.1111111111111111,0.0014772187000533406,5.35424379932437e-4,Fall core only
d__Bacteria|p__Chloroflexi|c__TK10|o__|f__|g__,0.8333333333333334,0.05555555555555555,3.117066446631485e-4,2.1692915093930327e-5,Fall core only
d__Bacteria|p__Chloroflexi|c__TK17|o__mle1-48|f__|g__,0.8888888888888888,0.1111111111111111,3.9814975242294165e-4,1.4114991427991856e-4,Fall core only
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__AKYG1722|f__|g__,0.9444444444444444,0,4.8509854613980146e-4,0,Fall core only
d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__JG30-KF-CM45|f__|g__,1,0,0.004707155893245983,0,Fall core only
d__Bacteria|p__Chloroflexi|c__|o__|f__|g__,0.8888888888888888,0,3.4823846148964165e-4,0,Fall core only
d__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Stramenopiles|f__|g__,0.8888888888888888,0.8888888888888888,4.1771472279493997e-4,0.009574495521994382,Shared core
d__Bacteria|p__Cyanobacteria|c__Oscillatoriophycideae|o__|f__|g__,0.8888888888888888,0.4444444444444444,0.0029013321425706935,0.002024678901213373,Fall core only
d__Bacteria|p__Cyanobacteria|c__|o__|f__|g__,0.9444444444444444,0.7222222222222222,0.0019829809768898187,0.013841885571446912,Fall core only
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__,1,0.5,0.00952408957503188,0.00425363406897181,Fall core only
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus,1,1,0.014279055113095296,0.04631611056761724,Shared core
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__,1,0.2777777777777778,0.0017515377345606103,9.039394517811314e-4,Fall core only
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus,0.8333333333333334,0.05555555555555555,6.930073630445031e-4,2.71161438674129e-5,Fall core only
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__,1,1,0.013782925232931321,0.041598534882502855,Shared core
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__|g__,1,0.6111111111111112,0.005525950732443154,0.0035769897566547667,Fall core only
d__Bacteria|p__Firmicutes|c__Bacilli|o__|f__|g__,0.8333333333333334,0.2777777777777778,5.799788012519648e-4,0.0011074050346171161,Fall core only
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,1,0.6666666666666666,0.0028512394339678246,0.0048103551319925,Fall core only
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerosinus,0.8888888888888888,0.16666666666666666,2.1168002663421573e-4,3.2812739544621386e-4,Fall core only
d__Bacteria|p__Firmicutes|c__|o__|f__|g__,0.8333333333333334,0.05555555555555555,2.160555005218776e-4,2.9827758254154192e-5,Fall core only
d__Bacteria|p__Gemmatimonadetes|c__Gemm-1|o__|f__|g__,1,0.8333333333333334,0.01454925883444093,0.010709095261710573,Shared core
d__Bacteria|p__Gemmatimonadetes|c__Gemm-3|o__|f__|g__,1,0,0.0014225495601138405,0,Fall core only
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__C114|f__|g__,0.9444444444444444,0,2.747908036076421e-4,0,Fall core only
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Ellin5290|f__|g__,1,0,0.0012838582018597047,0,Fall core only
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Ellin5301|g__,1,0,0.004831357901334465,0,Fall core only
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__|g__,0.9444444444444444,0,0.0016792143582413945,0,Fall core only
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__N1423WL|f__|g__,1,0.2222222222222222,0.002192852136010718,4.3842339576508e-4,Fall core only
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__|f__|g__,1,0.05555555555555555,0.009647175841984917,3.1737596504435894e-4,Fall core only
d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__0319-6A21|g__,0.8888888888888888,0,0.0016937643280724086,0,Fall core only
d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira,1,1,0.009739838988036403,0.01412914226954805,Shared core
d__Bacteria|p__OD1|c__|o__|f__|g__,0.9444444444444444,0.4444444444444444,3.8903794378685044e-4,4.7084496828801465e-4,Fall core only
d__Bacteria|p__Planctomycetes|c__Phycisphaerae|o__WD2101|f__|g__,1,0.8333333333333334,0.006533233565054878,0.007924720909932651,Shared core
d__Bacteria|p__Planctomycetes|c__Pla4|o__|f__|g__,0.8333333333333334,0,2.216409929817349e-4,0,Fall core only
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__,1,0.2777777777777778,0.0036656388623864207,3.693034125428022e-4,Fall core only
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Gemmata,1,0.16666666666666666,0.003982777743017081,7.302752778865282e-4,Fall core only
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Isosphaeraceae|g__Nostocoida,0.9444444444444444,0,0.0022438229185488294,0,Fall core only
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__|g__,0.9444444444444444,0,4.996809548388995e-4,0,Fall core only
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__,1,0.4444444444444444,0.0018071450732273855,0.0011952539851299508,Fall core only
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Pirellula,0.9444444444444444,0.2222222222222222,0.001112841139494435,0.0010156897669734604,Fall core only
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__planctomycete,1,0.7222222222222222,0.004691364528512627,0.0018282862001929758,Fall core only
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Planctomyces,1,0.1111111111111111,0.0017555648672695017,3.6540071008628935e-4,Fall core only
d__Bacteria|p__Planctomycetes|c__Planctomycetia|o__|f__|g__,0.9444444444444444,0,3.6942951803274696e-4,0,Fall core only
d__Bacteria|p__Planctomycetes|c__|o__|f__|g__,0.8888888888888888,0,3.775518676610392e-4,0,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas,0.8888888888888888,0,7.738476649123323e-4,0,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__,0.8888888888888888,0.05555555555555555,7.131602583501348e-4,1.084645754696516e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Salinarimonas,1,0.5,0.0018037272109064034,0.0029488274584851667,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__,1,1,0.018351684297907553,0.03730261638010159,Shared core
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum,0.8333333333333334,0.1111111111111111,9.448605218224286e-4,5.790559932228325e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__,1,0.7777777777777778,0.005495391010028245,0.010499363759964441,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium,0.9444444444444444,0.5555555555555556,0.0015258344744642595,0.003003044204090264,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__,1,1,0.016149851338573724,0.017969589328885576,Shared core
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium,0.9444444444444444,0.3333333333333333,0.0011612082194800602,0.001756952217836345,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__,0.8888888888888888,0.05555555555555555,5.560770749893685e-4,3.259327428198934e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__,1,0.4444444444444444,0.0018474760514176356,0.00391564397367322,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium,1,0.6111111111111112,0.0039480244154546295,0.004668246327416527,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__,1,0.1111111111111111,0.0027680828944638964,4.76959487462334e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__|g__,1,1,0.031718038154010524,0.047239630411700664,Shared core
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Hyphomonadaceae|g__Woodsholea,0.9444444444444444,0.2222222222222222,6.347096145935388e-4,9.737853355489367e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__,0.8888888888888888,0.3888888888888889,0.001153907766548985,0.0014510038663735289,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__,1,0.1111111111111111,0.002290571432523817,3.913606710031166e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas,0.8333333333333334,0,4.651506433003361e-4,0,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__,1,1,0.015396906803092046,0.016420988620248194,Shared core
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Dongia,1,0.4444444444444444,9.107263054880342e-4,0.001573284326079287,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Reyranella,1,0.6666666666666666,0.003752976911624539,0.007720265999668776,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Skermanella,1,0.16666666666666666,0.004264844099363175,5.290342319494075e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Stella,0.9444444444444444,0.3333333333333333,0.0025950770854615782,0.00332741149775779,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__|g__,0.9444444444444444,0.2222222222222222,0.0012352073932148263,8.698055669519561e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__,1,0.6111111111111112,0.0020924278475160933,0.00414659566391896,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Porphyrobacter,0.8888888888888888,0.3333333333333333,9.695147112548343e-4,0.002363487041976104,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__,1,1,0.012489515535061085,0.031132876273814915,Shared core
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium,0.8333333333333334,0.3333333333333333,0.0010290517552885247,0.001922483840351295,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas,1,0.8333333333333334,0.004216772298469159,0.014443804701766337,Shared core
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingosinicella,1,1,0.008686745630438471,0.04134460464017275,Shared core
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__|g__,1,0.5,0.0013042704835068244,0.005451380763854462,Fall core only
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__|f__|g__,1,0.6111111111111112,0.004161813437000957,0.0029417662404287778,Fall core only
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__A21b|f__|g__,0.8888888888888888,0.4444444444444444,6.09469977397561e-4,0.0018471463768814365,Fall core only
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__,1,1,0.019300180060449857,0.022011164701386365,Shared core
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Limnobacter,1,0.2222222222222222,0.0011225899850134454,4.745054132297509e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__,1,0.6666666666666666,0.004875430986437927,0.007977154147384313,Fall core only
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__|g__,1,0.6111111111111112,0.002823575017122791,0.007538618374179485,Fall core only
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira,1,0.6111111111111112,0.0019771748407704853,0.0032499095092166494,Fall core only
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__,1,0,0.0011797126346181843,0,Fall core only
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azoarcus,1,0.6666666666666666,0.002515781329792973,0.007500917367757609,Fall core only
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Denitromonas,0.9444444444444444,0,6.495286983506138e-4,0,Fall core only
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__|f__|g__,1,0.8333333333333334,0.023618007022673106,0.013831392777884016,Shared core
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae|g__,1,0.8888888888888888,0.006787269189219302,0.01157371111201469,Shared core
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae|g__Cystobacter,1,0.3333333333333333,0.0021231220519265584,0.002488236441974609,Fall core only
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Nannocystaceae|g__Nannocystis,0.9444444444444444,0,0.001592260498473004,0,Fall core only
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__,1,0.3333333333333333,0.004644956931158233,0.0027563615669520683,Fall core only
